Light;Co2;TDS;TEMP;HUM;WaterTemp;pH;CropType;Method;yield_per_sqm
12033,8;863,8;1147,2;21,2;53,63;16,65;5,88;Kale;AQUAPONIC;5,511
13769,8;490,8;1771,4;25,99;65,02;22,58;6,22;Lettuce;AQUAPONIC;5,211
18457,1;752,8;1195,4;22,69;43,34;16,47;4,87;Spinach;HYDROPONIC;4,522
20348,3;962,2;1608,6;23,55;78,58;19,86;5,86;Bok Choy;SOIL_BASED;3,588
15027,0;774,4;1262,4;23,61;75,55;20,05;5,71;Kale;HYDROPONIC;5,914
12964,5;708,0;726,8;29,79;73,86;25,66;6,15;Chinese Cabbage;AEROPONIC;4,324
9530,8;582,2;1537,9;23,17;77,46;19,88;5,45;Lettuce;SOIL_BASED;4,28
10305,9;1090,5;1189,4;18,82;65,66;15,27;5,49;Bok Choy;HYDROPONIC;4,961
20200,9;587,7;1652,3;21,5;69,88;17,85;5,87;Lettuce;AQUAPONIC;4,962
10342,9;960,2;1332,5;25,57;64,84;22,53;6,29;Bok Choy;AQUAPONIC;4,407
15871,1;720,5;1281,7;22,7;77,43;18,31;6,74;Bok Choy;HYDROPONIC;5,025
13654,7;805,5;1402,5;23,54;46,31;20,24;6,4;Kale;HYDROPONIC;5,827
13292,8;759,1;1378,8;22,29;77,43;17,86;6,15;Lettuce;HYDROPONIC;5,381
9067,3;603,1;829,1;15,61;52,52;12,24;6,56;Lettuce;AEROPONIC;5,184
13723,2;664,4;1555,8;21,32;66,25;16,25;6,18;Chinese Cabbage;AEROPONIC;4,43
20212,8;964,5;1271,4;23,28;59,08;18,51;6,63;Chinese Cabbage;AQUAPONIC;3,824
14459,5;468,7;1287,1;18,55;66,84;13,83;6,1;Kale;AEROPONIC;6,206
16481,7;755,3;1388,7;20,2;63,3;16,06;6,9;Kale;AEROPONIC;6,289
9354,8;1030,7;1515,1;22,55;64,73;17,25;5,51;Spinach;SOIL_BASED;3,506
14106,1;846,5;1554,3;22,57;72,65;18,1;6,28;Chinese Cabbage;AEROPONIC;4,516
13851,4;846,3;1453,1;24,6;69,91;20,8;5,64;Bok Choy;SOIL_BASED;3,611
14073,6;850,9;826,0;22,72;76,49;19,45;6,28;Lettuce;AEROPONIC;5,852
16007,8;771,3;1261,6;24,5;71,56;19,91;6,26;Kale;AQUAPONIC;5,318
15355,0;718,8;1036,6;21,54;54,49;18,08;6,43;Lettuce;HYDROPONIC;5,889
11054,4;948,9;1326,6;24,09;87,99;19,49;6,31;Lettuce;AQUAPONIC;4,813
11942,7;611,5;1228,3;27,62;51,12;23,48;6,38;Spinach;AEROPONIC;4,754
14502,5;854,2;1809,4;24,31;70,67;20,1;6,38;Chinese Cabbage;HYDROPONIC;4,503
21924,8;646,5;925,6;22,84;74,26;17,97;6,05;Kale;HYDROPONIC;5,744
11870,6;686,1;1282,6;20,86;70,49;15,84;6,07;Lettuce;HYDROPONIC;5,627
12874,3;947,0;1309,4;23,74;66,3;19,81;6,95;Kale;SOIL_BASED;4,805
13342,9;734,1;1158,7;22,89;80,64;18,6;5,93;Bok Choy;AQUAPONIC;4,431
15659,3;688,7;1274,0;25,07;77,55;19,95;5,92;Spinach;SOIL_BASED;3,37
17871,3;1023,9;1836,8;18,4;67,82;12,93;6,5;Bok Choy;HYDROPONIC;4,869
15858,5;634,6;1374,2;22,97;64,18;18,27;6,1;Kale;AQUAPONIC;5,325
10872,7;1063,6;1673,0;24,67;61,05;18,73;6,6;Kale;AQUAPONIC;5,544
16701,8;815,5;1157,8;23,86;61,73;20,58;5,85;Chinese Cabbage;AEROPONIC;4,287
19811,2;948,4;1480,8;22,57;67,49;18,95;6,37;Lettuce;SOIL_BASED;4,292
14652,7;670,1;1069,2;22,53;53,93;20,1;5,82;Lettuce;SOIL_BASED;3,817
13586,3;918,7;1053,3;20,42;67,94;16,9;6,36;Bok Choy;AEROPONIC;5,207
20630,1;909,0;816,8;24,56;74,83;21,26;5,98;Spinach;SOIL_BASED;3,534
9909,9;696,7;1002,8;24,69;63,21;19,76;6,19;Lettuce;HYDROPONIC;5,475
14967,0;724,5;1294,6;19,54;67,81;15,25;5,93;Chinese Cabbage;HYDROPONIC;4,335
15727,6;559,5;1682,0;25,64;70,61;19,91;6,07;Bok Choy;SOIL_BASED;3,713
15531,8;624,0;1249,7;21,67;72,12;17,07;6,45;Bok Choy;AEROPONIC;4,994
16745,6;895,7;1340,4;22,45;66,3;19,57;6,38;Chinese Cabbage;AQUAPONIC;3,922
10384,5;756,6;1577,9;28,69;82,97;25,59;6,22;Spinach;SOIL_BASED;3,026
13561,5;584,2;1195,9;27,99;68,03;24,0;6,87;Chinese Cabbage;AQUAPONIC;4,039
13166,1;846,7;1026,2;19,45;56,7;15,55;6,36;Spinach;AEROPONIC;4,736
10584,6;977,0;1055,8;19,92;64,72;15,5;5,91;Chinese Cabbage;AQUAPONIC;4,06
9437,2;933,1;1571,5;20,56;79,03;17,48;6,03;Chinese Cabbage;AEROPONIC;4,758
18930,3;942,7;1317,6;27,94;78,37;24,01;6,13;Kale;AEROPONIC;5,909
15067,3;502,5;1317,6;21,8;53,38;16,71;6,56;Bok Choy;HYDROPONIC;4,722
11204,6;847,0;1048,2;19,37;65,47;15,05;6,48;Chinese Cabbage;HYDROPONIC;4,144
11215,8;508,5;1629,3;26,95;63,52;22,69;5,95;Chinese Cabbage;AEROPONIC;4,645
14376,3;602,0;1760,3;25,16;74,62;20,18;6,41;Lettuce;SOIL_BASED;4,008
17686,7;918,3;1325,0;29,8;58,33;26,1;6,03;Bok Choy;HYDROPONIC;4,943
11413,6;834,9;1518,7;25,16;81,26;22,06;5,8;Lettuce;AEROPONIC;6,241
16452,3;976,2;1112,3;23,41;55,51;20,11;6,34;Bok Choy;AQUAPONIC;4,253
19561,7;756,1;1611,3;24,21;66,81;19,21;5,74;Lettuce;AQUAPONIC;5,022
16402,6;960,6;1429,6;22,23;57,76;18,41;6,19;Chinese Cabbage;SOIL_BASED;3,317
11681,4;822,1;960,1;27,16;73,58;23,55;6,32;Chinese Cabbage;AQUAPONIC;3,829
14113,3;648,2;1397,5;27,3;50,51;23,4;5,96;Kale;AQUAPONIC;5,061
13448,3;920,3;1396,2;19,07;66,54;15,36;5,94;Lettuce;AEROPONIC;5,579
12837,8;779,3;1327,2;26,14;66,38;22,15;6,08;Spinach;AQUAPONIC;4,175
14423,8;818,4;1412,2;20,5;60,38;16,07;6,77;Kale;AQUAPONIC;5,161
12687,7;941,0;1267,8;30,26;78,36;26,88;5,88;Lettuce;AQUAPONIC;4,838
11213,0;1118,4;1232,3;27,75;82,48;25,27;6,28;Lettuce;AQUAPONIC;5,154
16120,7;730,2;1344,9;20,31;64,58;16,63;5,93;Kale;AEROPONIC;6,001
17796,3;867,1;1189,1;24,17;69,1;20,26;6,4;Chinese Cabbage;AQUAPONIC;4,086
18112,4;763,8;1111,6;26,28;62,75;21,28;5,72;Lettuce;SOIL_BASED;3,975
10919,4;681,5;1568,7;21,75;57,26;17,24;6,12;Chinese Cabbage;HYDROPONIC;4,396
18028,7;762,9;1130,9;19,67;58,5;16,06;5,61;Kale;SOIL_BASED;4,014
20075,9;897,6;1238,2;23,79;58,72;19,33;5,58;Chinese Cabbage;HYDROPONIC;4,256
10828,4;892,9;1155,3;23,05;78,62;17,55;6,06;Bok Choy;SOIL_BASED;3,794
11372,7;568,2;1053,7;20,94;71,66;15,74;6,01;Spinach;HYDROPONIC;4,934
10095,9;741,6;1680,9;26,96;59,9;23,12;5,86;Lettuce;HYDROPONIC;5,514
10657,1;1025,1;905,3;19,89;60,66;15,53;5,71;Spinach;HYDROPONIC;4,584
19502,9;561,1;1383,3;23,2;59,53;18,33;5,98;Chinese Cabbage;HYDROPONIC;4,338
11334,6;586,2;1246,0;24,01;52,03;18,54;5,95;Lettuce;AEROPONIC;5,711
17003,8;947,7;1404,5;24,37;72,41;20,24;6,56;Chinese Cabbage;SOIL_BASED;3,39
9098,7;741,5;1235,7;26,67;66,92;22,38;6,65;Bok Choy;HYDROPONIC;4,81
9730,5;493,2;1408,0;22,83;82,53;18,83;6,01;Kale;SOIL_BASED;4,1
11706,1;753,1;1353,6;16,21;50,29;12,67;6,18;Lettuce;AQUAPONIC;4,918
16536,1;696,3;1433,0;22,42;75,21;18,54;6,25;Bok Choy;HYDROPONIC;4,977
13807,0;657,6;1733,3;25,53;75,96;20,8;5,99;Bok Choy;SOIL_BASED;3,543
14259,0;1112,2;794,6;23,1;77,08;17,23;5,88;Lettuce;AEROPONIC;6,08
11744,6;521,0;1301,1;23,12;70,09;19,77;6,19;Chinese Cabbage;SOIL_BASED;3,054
12586,2;685,2;1021,6;24,97;75,84;19,84;6,13;Bok Choy;HYDROPONIC;4,594
10494,2;806,9;1091,6;25,34;70,6;19,76;5,76;Spinach;AQUAPONIC;4,427
16901,2;551,1;1032,4;18,5;61,64;14,44;6,38;Bok Choy;SOIL_BASED;3,415
15715,0;955,0;1204,0;23,45;64,59;19,14;6,59;Chinese Cabbage;AQUAPONIC;4,002
13444,5;660,1;1571,8;22,95;64,36;18,73;6,38;Chinese Cabbage;AEROPONIC;4,837
13331,5;607,6;1181,7;23,71;77,89;18,14;6,79;Spinach;SOIL_BASED;3,082
15448,6;870,8;1369,9;17,98;78,88;14,64;6,67;Bok Choy;SOIL_BASED;3,409
17823,8;865,2;1513,2;27,2;74,92;23,09;6,36;Chinese Cabbage;AEROPONIC;4,64
12258,3;778,1;1058,6;23,52;68,52;18,89;5,45;Lettuce;AEROPONIC;6,064
16862,9;640,2;1072,6;24,69;50,51;21,03;5,99;Kale;AEROPONIC;5,929
12263,1;708,9;1280,1;28,44;75,0;25,57;6,53;Kale;HYDROPONIC;5,877
13691,6;784,5;811,5;24,72;74,64;21,24;6,28;Kale;HYDROPONIC;5,97
13814,2;655,4;1802,4;19,19;70,42;16,03;6,38;Bok Choy;SOIL_BASED;3,596
18402,3;983,0;1281,5;23,26;72,07;18,76;5,57;Spinach;SOIL_BASED;3,347
12802,7;1044,4;1425,5;25,39;61,1;20,22;6,37;Chinese Cabbage;SOIL_BASED;3,147
7290,4;582,8;1229,2;23,66;65,08;19,23;6,18;Lettuce;AQUAPONIC;5,049
11112,7;1019,6;1445,4;28,28;61,02;24,99;6,37;Lettuce;AEROPONIC;5,783
21305,9;750,0;1234,7;21,1;66,68;16,48;6,32;Bok Choy;SOIL_BASED;3,419
8712,9;578,1;1425,2;26,99;75,45;23,0;6,72;Kale;AEROPONIC;6,033
7922,5;850,6;1617,1;25,85;71,73;20,34;6,29;Bok Choy;HYDROPONIC;4,759
17331,3;733,8;707,4;23,75;59,12;19,81;6,28;Spinach;AEROPONIC;4,818
16914,6;840,2;1453,2;24,43;83,57;20,82;5,53;Spinach;AQUAPONIC;4,376
13218,0;913,1;1142,4;20,76;69,47;16,07;6,47;Chinese Cabbage;AQUAPONIC;4,032
16348,3;877,3;992,8;22,64;62,27;18,81;6,28;Chinese Cabbage;AEROPONIC;4,769
12959,4;674,6;904,7;25,12;65,44;20,86;5,91;Spinach;AQUAPONIC;4,272
11093,0;1033,7;1305,4;23,08;63,28;20,12;5,74;Spinach;AQUAPONIC;4,18
20450,4;728,2;1353,3;23,67;69,92;19,85;5,98;Spinach;HYDROPONIC;4,624
12155,1;893,6;1117,3;26,28;56,76;21,95;6,63;Bok Choy;SOIL_BASED;3,406
9778,8;887,4;952,8;18,16;70,5;13,67;7,0;Spinach;AQUAPONIC;4,185
8602,0;833,2;1309,8;24,53;75,14;20,7;5,98;Lettuce;SOIL_BASED;3,853
19086,3;842,5;1298,0;28,47;73,61;23,24;5,74;Kale;AEROPONIC;6,131
15102,5;639,0;1436,3;22,44;70,25;19,05;6,48;Spinach;AEROPONIC;5,0
17438,7;729,3;1458,7;20,02;72,89;15,26;5,97;Kale;AQUAPONIC;5,505
21008,9;632,6;1582,8;22,41;71,33;17,2;6,46;Bok Choy;AEROPONIC;5,42
12719,0;915,8;1455,2;19,25;76,9;15,18;6,44;Kale;HYDROPONIC;6,239
21920,8;709,0;855,6;24,13;65,96;17,78;5,7;Bok Choy;AQUAPONIC;4,512
14074,9;720,5;1277,6;23,29;60,23;19,95;6,14;Lettuce;AQUAPONIC;5,333
14759,3;700,9;1540,0;24,39;71,11;20,45;5,24;Bok Choy;AQUAPONIC;4,326
19391,4;707,4;1500,5;23,13;77,21;18,88;6,44;Bok Choy;AEROPONIC;5,486
14644,0;759,1;1911,7;24,05;64,68;19,68;5,94;Chinese Cabbage;AEROPONIC;4,448
17428,0;727,0;1511,2;24,76;81,58;20,2;5,82;Spinach;AQUAPONIC;4,363
12816,3;807,0;929,8;20,15;71,24;16,28;6,1;Spinach;SOIL_BASED;3,271
15898,6;751,8;869,2;24,47;75,89;19,83;6,04;Lettuce;AEROPONIC;5,908
19403,6;585,3;1294,5;27,55;58,13;22,79;5,9;Lettuce;AEROPONIC;5,757
16600,7;893,7;1319,2;20,81;74,72;17,35;5,92;Spinach;AQUAPONIC;4,524
13058,0;820,7;1137,4;24,36;71,98;19,64;6,06;Chinese Cabbage;SOIL_BASED;3,139
14779,7;886,1;1479,7;27,13;85,95;22,55;6,11;Spinach;AQUAPONIC;4,15
13079,0;786,5;626,3;20,27;72,39;15,33;6,55;Chinese Cabbage;AEROPONIC;4,315
14227,5;848,1;1159,4;25,73;73,56;21,72;6,88;Lettuce;AQUAPONIC;5,337
19774,9;608,2;686,4;22,88;61,03;20,55;6,34;Kale;AQUAPONIC;5,098
14965,2;714,2;1084,5;26,33;70,7;24,04;6,15;Lettuce;AQUAPONIC;5,284
17506,1;865,0;1189,7;21,19;77,74;16,95;5,53;Lettuce;SOIL_BASED;4,301
16254,3;713,5;1553,3;23,47;65,05;19,8;5,94;Bok Choy;AQUAPONIC;4,877
19049,9;972,5;962,3;19,25;61,95;14,67;5,56;Bok Choy;AEROPONIC;5,199
10841,8;991,7;1244,5;24,72;85,07;20,59;5,6;Bok Choy;AQUAPONIC;4,336
15226,1;819,8;1143,8;24,76;65,64;20,76;6,34;Bok Choy;SOIL_BASED;3,775
20998,3;789,4;1248,3;25,01;75,69;20,25;5,97;Chinese Cabbage;HYDROPONIC;4,669
12202,7;1076,0;1179,1;24,88;63,94;20,61;6,35;Spinach;SOIL_BASED;3,51
22159,9;410,4;1214,1;23,24;64,28;19,18;6,29;Kale;AQUAPONIC;5,437
11539,4;831,2;1110,6;19,36;66,96;16,02;6,01;Lettuce;HYDROPONIC;5,924
13542,0;928,3;1376,1;26,28;72,87;22,77;5,72;Chinese Cabbage;AQUAPONIC;3,694
17327,3;530,3;1566,6;23,39;77,93;19,01;5,98;Kale;SOIL_BASED;4,287
15032,6;656,9;1290,9;24,6;63,23;20,07;5,39;Chinese Cabbage;HYDROPONIC;4,629
7426,6;918,6;1802,2;22,98;77,53;17,4;5,78;Chinese Cabbage;HYDROPONIC;4,077
15932,2;757,9;1300,4;28,98;69,18;24,22;7,03;Lettuce;AQUAPONIC;5,275
14974,2;852,9;1489,6;21,91;66,5;18,22;6,06;Spinach;AQUAPONIC;4,005
12605,1;494,2;1082,5;21,8;72,76;16,86;6,56;Bok Choy;SOIL_BASED;3,805
13618,2;567,6;1250,1;19,13;80,15;13,76;5,73;Spinach;AQUAPONIC;4,434
7281,3;707,3;1199,3;23,82;72,38;19,06;6,42;Lettuce;HYDROPONIC;5,405
12579,6;960,9;962,1;28,7;61,82;25,27;5,91;Lettuce;AEROPONIC;5,662
17052,9;881,5;1080,2;23,85;69,24;18,1;6,11;Lettuce;AEROPONIC;5,585
15104,6;641,2;1372,9;24,14;72,78;18,11;5,71;Kale;SOIL_BASED;4,22
18040,4;657,4;1613,8;26,22;62,96;23,82;6,39;Spinach;AQUAPONIC;4,283
21005,7;868,8;1426,0;23,95;70,39;19,84;6,19;Spinach;SOIL_BASED;3,821
11615,0;795,5;1367,4;26,86;61,89;23,22;6,46;Chinese Cabbage;AEROPONIC;4,697
11385,9;838,5;1057,0;27,27;73,39;21,79;6,23;Chinese Cabbage;AEROPONIC;4,209
17827,4;717,1;1406,2;21,84;80,45;17,43;6,84;Chinese Cabbage;AQUAPONIC;4,11
13956,4;701,4;1115,5;19,49;67,31;15,67;6,19;Lettuce;HYDROPONIC;5,327
13862,6;773,4;975,2;25,43;74,34;21,68;6,19;Spinach;AQUAPONIC;4,557
23965,5;670,2;1046,2;24,4;76,71;20,97;6,3;Lettuce;AEROPONIC;5,592
18870,0;669,8;1248,8;20,57;64,35;13,99;7,06;Kale;HYDROPONIC;6,148
15057,0;517,7;1139,6;21,6;71,6;17,37;5,92;Chinese Cabbage;SOIL_BASED;3,118
16292,7;703,9;1354,8;21,59;77,68;17,67;5,67;Lettuce;AEROPONIC;5,462
15246,1;607,1;1181,8;23,91;81,91;21,18;6,01;Lettuce;SOIL_BASED;4,056
9901,5;683,1;1352,2;26,29;65,63;21,72;5,93;Kale;HYDROPONIC;5,845
15736,6;758,2;1199,1;26,45;58,42;23,17;6,65;Bok Choy;SOIL_BASED;3,712
14013,0;893,3;1267,4;25,71;72,96;20,99;6,21;Spinach;AEROPONIC;4,743
12208,7;741,9;1025,0;22,68;69,95;18,93;5,89;Bok Choy;AQUAPONIC;4,792
13167,1;791,6;1653,2;29,72;68,26;24,29;5,96;Chinese Cabbage;SOIL_BASED;3,379
10125,0;721,8;856,0;23,59;63,59;20,01;6,2;Lettuce;AEROPONIC;5,615
9115,6;801,1;1927,3;22,41;75,52;18,32;5,65;Kale;AEROPONIC;6,029
12074,2;764,4;1403,2;19,68;63,0;14,68;5,03;Kale;HYDROPONIC;6,312
11570,2;484,3;873,7;22,53;62,26;17,6;6,37;Spinach;AEROPONIC;4,938
21226,2;750,9;1305,7;24,73;66,88;20,16;5,86;Bok Choy;AQUAPONIC;4,476
19414,0;763,5;1337,8;19,06;75,9;14,48;7,05;Spinach;AQUAPONIC;4,345
12908,4;821,1;1668,1;20,83;56,47;16,88;6,5;Lettuce;SOIL_BASED;3,912
16354,3;662,7;929,3;22,19;59,37;18,79;5,61;Spinach;SOIL_BASED;3,373
14478,3;722,7;929,6;21,33;61,03;17,19;5,83;Kale;SOIL_BASED;4,306
12639,3;883,5;1369,7;21,1;84,86;17,14;6,16;Kale;SOIL_BASED;4,344
11211,3;669,6;1330,3;26,65;70,4;22,1;6,63;Chinese Cabbage;AQUAPONIC;4,102
13384,9;692,6;1661,5;18,88;59,14;14,22;5,94;Chinese Cabbage;HYDROPONIC;4,442
12810,1;980,2;1020,5;23,99;66,89;19,93;5,53;Lettuce;SOIL_BASED;4,182
13956,0;637,0;999,2;24,95;74,57;20,15;6,83;Bok Choy;HYDROPONIC;4,839
21690,4;516,1;1766,2;22,14;85,0;17,86;6,84;Spinach;AEROPONIC;5,035
14174,0;902,8;1268,2;22,86;54,92;18,38;5,63;Lettuce;AEROPONIC;5,97
10146,5;553,0;1086,2;23,39;58,87;19,21;6,18;Chinese Cabbage;SOIL_BASED;3,008
13793,9;747,8;1463,5;25,28;65,12;20,62;5,34;Spinach;AEROPONIC;4,949
18576,7;828,3;746,8;27,79;65,42;23,68;6,37;Chinese Cabbage;HYDROPONIC;4,176
21636,0;901,6;1378,4;19,9;65,29;16,14;6,81;Spinach;HYDROPONIC;4,632
9764,4;861,6;1115,7;20,93;67,05;16,26;6,39;Bok Choy;AEROPONIC;5,245
14651,8;633,6;1149,5;21,08;85,24;17,03;5,93;Lettuce;SOIL_BASED;4,365
15759,2;1002,4;1616,8;23,46;57,24;19,06;5,98;Spinach;HYDROPONIC;4,676
18020,8;728,8;1391,6;22,38;69,36;17,89;6,71;Kale;HYDROPONIC;5,821
13891,0;655,3;986,8;25,37;72,77;22,35;6,43;Kale;AQUAPONIC;5,377
14528,6;913,8;1293,4;21,66;55,66;17,81;5,95;Spinach;SOIL_BASED;3,221
13033,9;641,2;1310,4;21,01;80,19;17,78;6,31;Spinach;AQUAPONIC;4,283
9937,0;831,8;1211,8;21,36;66,67;16,99;6,06;Spinach;AEROPONIC;5,063
17806,7;724,8;1030,3;23,82;58,79;20,62;5,91;Kale;AEROPONIC;5,996
11174,1;725,6;1339,0;26,2;81,15;23,06;6,81;Kale;AQUAPONIC;5,191
9005,6;1129,1;1462,2;23,38;73,79;18,75;6,08;Spinach;SOIL_BASED;3,113
12862,6;797,5;1398,0;21,94;63,39;16,92;6,19;Chinese Cabbage;HYDROPONIC;4,101
8624,2;453,2;1094,7;20,61;74,16;17,13;6,61;Chinese Cabbage;AEROPONIC;4,779
13085,4;552,3;1239,0;27,59;71,3;23,47;6,5;Bok Choy;SOIL_BASED;3,879
12891,4;814,8;705,9;18,57;54,94;15,05;6,27;Lettuce;SOIL_BASED;3,804
14179,6;571,4;1695,6;22,98;55,77;19,33;5,87;Chinese Cabbage;AEROPONIC;4,648
12828,0;687,4;1123,6;25,57;70,86;22,68;6,06;Kale;AEROPONIC;6,22
14694,7;896,3;1144,8;22,94;52,94;18,49;6,13;Chinese Cabbage;SOIL_BASED;3,011
21063,0;753,8;938,2;21,91;76,55;17,92;6,06;Bok Choy;HYDROPONIC;5,309
5763,1;882,6;1503,8;25,0;56,26;21,09;6,28;Bok Choy;AQUAPONIC;4,466
19851,3;958,1;1547,3;20,44;75,83;15,72;5,96;Lettuce;AEROPONIC;5,939
9466,5;879,8;1131,9;18,63;80,1;13,46;5,78;Chinese Cabbage;AQUAPONIC;3,842
16079,9;643,3;984,2;24,49;72,16;21,29;5,77;Kale;SOIL_BASED;4,055
18946,4;898,6;1285,3;20,71;40,0;15,95;6,43;Kale;AQUAPONIC;5,124
13826,0;894,8;1194,4;23,87;77,52;19,89;6,67;Spinach;HYDROPONIC;4,741
15209,0;770,9;1473,5;23,15;64,29;19,39;6,19;Kale;SOIL_BASED;4,183
17072,5;647,2;1245,9;24,23;67,51;19,11;6,02;Lettuce;HYDROPONIC;5,601
18163,2;783,4;1227,3;22,86;61,68;19,1;6,21;Lettuce;SOIL_BASED;3,981
10400,8;800,3;1454,3;25,04;82,3;20,91;5,42;Kale;HYDROPONIC;6,138
15966,4;608,7;870,2;21,53;69,51;17,35;5,92;Kale;SOIL_BASED;4,228
14285,9;905,3;1199,1;25,69;64,55;21,07;6,54;Spinach;HYDROPONIC;4,653
16234,9;722,9;1330,0;20,09;79,39;16,23;6,33;Kale;SOIL_BASED;4,284
16214,8;775,0;1168,8;26,78;75,48;22,96;5,94;Spinach;HYDROPONIC;4,646
14286,7;833,1;1353,0;29,24;58,37;23,43;6,18;Spinach;SOIL_BASED;3,049
14538,5;807,4;1337,6;23,8;70,84;19,85;5,87;Kale;HYDROPONIC;5,986
16395,1;763,2;1508,6;27,89;69,87;25,56;6,29;Bok Choy;AEROPONIC;5,369
12937,8;636,8;1208,7;28,62;55,49;25,04;6,41;Bok Choy;AQUAPONIC;4,38
17153,7;994,1;751,5;22,6;75,03;18,32;6,29;Spinach;SOIL_BASED;3,602
11915,5;979,5;877,6;23,63;67,75;19,18;6,05;Kale;HYDROPONIC;5,604
21442,4;936,2;1400,5;21,22;86,28;15,69;6,26;Bok Choy;AEROPONIC;4,682
16212,4;780,2;1327,2;21,4;79,98;17,85;5,83;Kale;SOIL_BASED;4,564
15389,3;859,2;1221,3;24,15;69,89;20,39;6,39;Kale;SOIL_BASED;4,396
12512,6;623,3;1240,1;18,92;67,26;13,75;6,67;Kale;SOIL_BASED;4,382
14086,1;775,4;1111,5;25,84;50,62;19,88;6,34;Chinese Cabbage;AQUAPONIC;3,827
16004,3;530,2;1112,4;23,97;75,16;20,08;6,09;Kale;HYDROPONIC;6,114
18842,6;693,7;1137,8;25,41;67,42;22,08;5,33;Chinese Cabbage;HYDROPONIC;4,162
10488,4;858,7;1207,4;22,99;64,03;18,42;5,94;Spinach;SOIL_BASED;3,511
9797,6;924,8;1311,7;25,38;68,18;22,55;6,64;Bok Choy;SOIL_BASED;3,762
12885,3;643,7;1260,1;24,19;81,2;20,01;6,13;Bok Choy;SOIL_BASED;3,509
13093,3;663,5;1194,8;24,92;79,6;20,73;5,94;Bok Choy;AEROPONIC;5,047
12950,7;835,4;1460,9;26,02;79,58;21,13;5,7;Bok Choy;SOIL_BASED;3,362
16172,4;516,9;1506,0;19,96;59,18;16,62;6,55;Bok Choy;AQUAPONIC;4,332
15316,1;988,1;1628,1;21,53;81,43;17,63;6,19;Bok Choy;HYDROPONIC;4,54
13693,3;648,6;1231,0;29,98;63,83;24,76;6,52;Bok Choy;AQUAPONIC;4,516
19266,0;754,7;1144,7;24,08;74,34;20,25;5,27;Spinach;SOIL_BASED;3,011
22552,1;874,0;1263,5;18,69;73,33;14,78;6,36;Kale;AEROPONIC;5,886
16416,4;746,9;1137,4;18,71;66,8;15,06;5,71;Lettuce;SOIL_BASED;4,085
16054,9;723,9;1275,9;23,29;69,82;19,97;6,24;Chinese Cabbage;SOIL_BASED;3,16
14765,3;845,7;1385,8;22,04;54,03;17,36;5,99;Lettuce;SOIL_BASED;3,966
10593,8;703,0;1307,7;21,24;68,5;17,71;5,99;Lettuce;SOIL_BASED;4,224
17966,3;818,7;1238,0;28,52;66,0;25,75;6,28;Kale;SOIL_BASED;4,197
13678,4;773,6;1446,1;22,47;86,67;18,99;6,02;Kale;HYDROPONIC;5,903
14297,8;600,4;1715,9;25,8;68,25;22,54;5,76;Kale;AQUAPONIC;5,475
14979,0;958,0;1096,0;24,2;61,93;18,19;6,01;Bok Choy;AEROPONIC;5,175
10295,5;723,8;1366,9;22,67;68,98;18,54;6,16;Spinach;SOIL_BASED;3,405
19108,8;844,2;1230,4;20,3;62,29;15,51;6,01;Bok Choy;AEROPONIC;5,167
17441,5;658,2;1060,6;25,65;55,94;22,21;5,96;Spinach;HYDROPONIC;4,898
11629,5;499,0;1092,9;16,94;71,5;12,52;5,73;Spinach;AQUAPONIC;4,213
10849,2;933,3;1174,3;25,94;68,07;21,65;6,66;Lettuce;SOIL_BASED;3,949
11744,5;777,9;1689,0;23,92;76,44;21,52;5,87;Lettuce;HYDROPONIC;5,736
11699,6;803,2;1527,8;25,23;80,38;21,65;6,68;Spinach;HYDROPONIC;5,02
10566,4;785,2;1047,8;23,52;84,06;20,41;6,5;Spinach;AQUAPONIC;4,097
15600,1;1085,0;1421,6;20,04;69,95;16,96;6,65;Bok Choy;SOIL_BASED;3,806
15562,0;890,2;1027,6;24,62;73,88;20,55;5,78;Bok Choy;AQUAPONIC;4,373
10142,2;871,4;1117,2;25,88;70,39;22,1;6,09;Lettuce;AQUAPONIC;5,355
21649,4;694,0;1621,4;22,16;48,29;17,46;6,09;Kale;AEROPONIC;6,0
10989,8;753,0;1795,7;25,34;78,51;22,1;6,23;Spinach;AEROPONIC;5,147
7419,8;779,4;787,7;24,33;72,64;19,91;6,06;Bok Choy;AQUAPONIC;4,514
16744,6;866,9;1288,0;24,76;72,75;19,92;5,97;Lettuce;AEROPONIC;6,106
14455,8;737,5;1386,0;21,09;63,64;18,08;6,1;Bok Choy;HYDROPONIC;4,869
13144,5;728,4;1208,6;27,09;62,53;23,13;5,9;Spinach;AQUAPONIC;4,018
14978,9;895,2;1316,6;24,33;67,42;19,18;5,92;Spinach;SOIL_BASED;3,504
14332,7;1009,4;1174,5;25,83;72,74;21,5;6,38;Chinese Cabbage;SOIL_BASED;3,457
16945,0;464,0;1443,1;22,41;51,41;19,24;6,21;Kale;HYDROPONIC;5,831
13795,9;903,5;1191,1;26,25;69,72;23,1;5,28;Chinese Cabbage;SOIL_BASED;3,534
12769,1;740,1;1425,4;22,32;82,35;18,17;6,53;Lettuce;SOIL_BASED;4,121
15255,9;866,3;1536,2;21,0;66,88;16,31;6,43;Bok Choy;AQUAPONIC;5,002
17276,8;757,4;1499,7;28,46;51,17;23,77;5,94;Lettuce;HYDROPONIC;5,336
